idVaga,NomeVaga,Cidade,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,Empresa,DataPubli
v1924934,Estatístico PL,São Paulo,Salário a combinar,1,2019-08-12,Pleno,Oportunidade para atuar na área de Gestão de Saúde Populacional com as seguintes atividades:• Desenvolvimento de estudos e análises de alta complexidade• Desenvolvimento e manutenção de algoritmos de saúde• Avaliação do resultado financeiro dos programas e serviços de saúde• Compreensão e desenvolvimento de modelos preditivos• Construção de indicadores• Análise e estudos em bases específicas conforme demanda• Acompanhamento de pesquisas qualitativas e quantitativas          • Manipulação e extração de base de dados SAS/SQL• Desenvolvimento de relatórios em ferramentas de visualização de dados• Automatização e aprimoramento de processos• Desenvolvimento de artigos para publicação. Prérequisitos:• Graduação superior completa em Estatística ou Ciências Atuariais• Experiência com manipulação/extração de dados em nuvem• Experiência em trabalhar com grandes volumes de dados• Domínio em SQL• Domínio Pacote Office• Desejável conhecimento em SAS• Desejável conhecimento em ferramentas de criação de Dashboards (Tableau Data Studio SAS VA e/ou Power BI)• Desejável inglês avançado. Local: São Paulo SP,SulAmérica,16/07/2019
v1924547,Estatístico,São Paulo,Salário a combinar,1,2019-08-12,Pleno,Responsabilidades:O profissional será responsável pelas seguintes atividades:• Realizar cálculos estatísticos a partir de dados educacionais oficiais e dados coletados em pesquisas avaliações e plataformas educacionais. • Acompanhar e validar análises estatísticas realizadas por fornecedores. • Realizar com autonomia e assertividade as principais etapas do processo de análise de dados: captura e manipulação tratamento e higienização exploração e análises descritivas interpretação e apresentação dos resultados.Requisitos:*Formação: Estatística Matemática Economia Engenharia Tecnologia ou áreas afins. Mestrado é um diferencial.*Conhecimentos Técnicos:• Habilidades de captura manipulação tratamento e higienização de dados• Necessário conhecimento em ferramentas de bancos de dados (SQL)• Excel avançado e programas de pacotes estatísticos• Desejável experiência com modelos e ferramentas de machine learning (R e/ou Python)• Desejável vivência com análise de dados educacionais preferencialmente com avaliação educacional por meio da Teoria da resposta ao Item (TRI).Modalidade de contratação:CLTLocal de trabalho:Matriz Zona Leste de São PauloHorário:ComercialRemuneração:A combinarFacilidades:Convênio médio o odonto VT VARestaurante na empresa Seguro de vida Previdência privada e PLR.,Editora Moderna,16/07/2019
v1907478,Estatístico Sênior,São Paulo,Salário a combinar,1,2019-08-12,Pleno,"Venha fazer parte do GRUPO ITG!Aqui trabalhamos com Alteryx líder em rápido crescimento em catalogação de dados preparação análise avançada e modelagem que está quebrando as barreiras no processo de análises capacitando centenas de analistas em uma única empresa para se tornarem ""citizen data scientists"" e até mesmo ajudando cientistas de dados a chegar às respostas mais rapidamente.Buscamos um profissional engajado e motivado por obter novos aprendizados. Que tenha conhecimento das ferramentas atuais e que revolucionam o mercado. Com o Alteryx o profissional atuará com as maiores empresas do país por isso é indispensável ser avesso ao comodismo e buscar sempre ao que há de mais inovador no mercado.Se você se identificou com este perfil será um prazer têlo em nosso time. Acompanhe a descrição da vaga e faça a sua inscrição para o processo seletivo.  PRINCIPAIS RESPONSABILIDADES:Desenvolvimento de modelos preditivos que possibilitem que nossos clientes tomem decisões relevantesAtuar desde o levantamento de requisitos desenho do projeto e desenvolvimento da solução. Portanto atuando com equipes técnicas e nãotécnicas de diversas áreasCapacidade de lidar com dados estruturados não estruturados. QUALIFICAÇÕES NECESSÁRIAS:Análise de Dados e Inteligência de NegóciosInteresse em ferramenta de BIExperiência em modelagem de dadosExperiência de TI voltada para o negócioInglês avançado. DESEJÁVEL:Ferramentas de BI ETL ou DatawarehouseConhecimento em AlteryxExperiência em modelagem estatística utilizando R ou PythonEspanhol avançado.",Nórdica,12/07/2019
v1927723,Analista de Estatística,Barueri,Salário a combinar,1,2019-08-12,Pleno,Ensino Superior completo em Estatística ou Engenharia PósGraduação completo em Ciência de Dados e/ou Tecnologia e Sistemas da InformaçãoCURSOS: Ciência de DadosBig Data Tableau ou Power BI Programação SQL Microsoft OfficeExcel.·         Garantir a qualidade dos registros de dados e resultados da operação jurídica·         Analisar os dados e resultados aplicando visão estratégica e incremento de melhorias·         Mapear comportamentos e probabilidades registrando os desvios e atuando como apoio do gestor para plano de ação se necessário·         Identificar e estabelecer targets e KPIs·         Liderar a implantação de PDCA com as equipes·         Garantir a correta apuração do Balanced Score Card Operacional e Estratégico registrando críticas e desvios dos resultados desalinhados com indicadores de clientes·         Aplicar conceitos do Six Sigma para correção e manutenção de inconformidades·         Gerir debates e reuniões com as equipes a fim de provocar mudanças e ideias que agreguem valor ao negócio do cliente,Confidencial,22/07/2019
v1885455,Estágio - Estatística,Belo Horizonte,Salário a combinar,1,2019-08-12,Estágio,ATRIBUIÇÕES DO CARGO:Auxiliar nos programas de monitoramento do Projeto Básico Ambiental da UHE Belo Monte e em outros projetos de licenciamento ambiental.Realizar atividades relacionadas à compilação atualização e gestão de planilhas e banco de dados específicos dos referidos programas ambientais.Apoio na elaboração das análises dos relatórios técnicos desenhos gráficos tabelas e mapas (AutoCad e/ou Gis) relacionados à demandas em processos de licenciamento ambiental incluindo o desenvolvimento e modificação de sintaxes e algoritmos.    COMPETÊNCIAS NECESSÁRIAS: Conhecimento em Excel R (intermediário) e AccessBons conhecimentos nos demais programas do Pacote OfficeDesejável conhecimento avançado do RCursando Estatística 3º anoOUTRAS INFORMAÇÕES:Todas as nossas vagas estão disponíveis também para candidatos com deficiência ou beneficiários reabilitados pelo INSS.,Tractebel,06/05/2019
v1925657,Cientista de Dados (Estatístico),São Paulo,Salário a combinar,1,2019-08-12,Sênior,O que você terá de responsabilidade: • Para essa vaga contamos que você nos ajude a analisar os dados disponíveis e a tirar o máximo valor destes para que possamos tomar decisões de negócio baseadas em dados e a construir novos modelos de machine learning• Sugerir novas fontes de dados além das que possuímos atualmente• Selecionar features para construir e/ou otimizar modelos utilizando técnicas de machine learning• Aprimorar/sugerir procedimentos de coleta de dados para incluir informações relevantes para a construção dos modelos• Usar modelagem preditiva para melhorar e otimizar as experiências dos clientes e outros resultados de negócios• Ter perfil de pesquisador. Explorar e estudar artigos científicos que auxiliem no desenvolvimento de novos algoritmos. Temos muitos desafios e várias investigações e pesquisas a serem feitas!  O que buscamos em você:  • Domínio de Python ou R• Desenvolvimento de APIs em Python• Feature Engineering• Jupyter numpy pandas scikitlearn matplotlib seaborn etc• Machine Learning (supervisionado e não supervisionado)• Domínio em algoritmos de processamento em linguagem natural• Mineração transformação e análise de dados• Métricas de performance de modelos: precision recall ROC F1 accuracy etc.  + Plus + • Flask• SQL (busca/recuperação de informação)• Modelagem Matemática e Estatística• Hadoop Hive Spark. O que iremos te oferecer: Pacote básico• auxílio desenvolvimento p/ cursos• auxílio creche (crianças até 5 anos)• convênio médico Porto Seguro• convênio odontológico MetLife• VT fretado ou auxílio estacionamento• VR de R$3200/dia• cesta de natal• seguro de vida     Nossos diferenciais• Great Place To Work TI (201420152016)• ambiente informal• horário flexível•possibilidade de fazer homeoffice alguns dias• café da manhã e da tarde + fruta• ginástica laboral quick massage e assessoria esportiva• parceria com a Gympass• videogame revistas & jornais• parabéns com coxinha e bolo todo mês • festas e eventos ao longo do ano• troca de conhecimento através de palestras e workshops internos• wifi aberto para dispositivos pessoais• parcerias com universidades e escolas de idiomas • fácil acesso de carro trem ou fretado Local de trabalho:Brooklin Novo (Zona Sul São Paulo/SP) Se você tem o perfil para trabalhar neste ambiente desafiador onde todos fazem o que querem e todo mundo tem tudo a ver com isso se inscreva!,VAGAS.com,17/07/2019
v1917776,Analista de Modelagem Estatística Sênior,Barueri,Salário a combinar,1,2019-08-12,Sênior,Principais Atividades:Desenvolvimento de modelos estatísticos para todo o ciclo de crédito (Propensão Concessão e Recuperação)Avaliação de novas técnicas estatísticas para melhores resultadosApresentação para clientes de resultados.Para atuação nesta área e protagonizar sua carreira além de pensamento inovador você precisará de:Sólidos conhecimentos em técnicas de Machine LearningConhecimento em SAS R ou PythonVivência em Regressão Logística. Formação necessária para estas posições:Matemática Estatística Ciência da Computação ou Engenharia. Remuneração Benefícios e Vantagens:A Boa Vista SCPC oferece um programa de benefícios flexíveis e você poderá distribuílos de acordo com suas necessidades:Remuneração compatível com o mercadoJornada de 40 horas semanais em horário flexívelTrabalho em jornada flexívelParticipação nos Resultados (PPR)Assistência MédicaAssistência OdontológicaValeRefeição/AlimentaçãoTransporte fretado para diversas regiões conforme disponibilidade/Vale transportePrevidência Privada com coparticipação da Boa VistaSeguro de vidaConvênio farmáciaConvênio SESCWifi liberado em todas as áreasDayoff no dia do seu aniversário + ingresso para cinema​Espaços exclusivos para refeições lazer e descanso com rede bebidas quentes frigobar televisão video game mesa de sinuca pingpong e outros jogosAmbulatório com consultas assistenciais para dependentes legais incluindo campanhas de vacinas sazonaisPAE – Programa de Assistência ao Empregado e Familiares com atendimento de equipe multidisciplinar por telefone composta por Assistente Social Psicólogos Advogados e Nutricionistas 24 horas por dia 7 dias da semana sem qualquer custo.,Boa Vista SCPC,03/07/2019
v1937143,"Estágio Ciência Política, Estatística, Comunicação Social, Ciência da Computação e áreas afins",Brasília,Salário a combinar,1,2019-08-12,Estágio,Atividades previstas:Para graduandos do curso de Estatística Ciência da Computação e áreas afins:Você gosta de planilhas e gráficos Esse estágio é para a Gerência de Informação e Comunicação Legislativa dedicada a gerar análises sobre o ambiente político a partir de dados públicos do Congresso Nacional do Governo e do Tribunal Superior Eleitoral. Neste estágio você realizará atividades relacionadas à extração mineração transformação e visualização de dados sobre relações governamentais. Por isso é importante que haja conhecimento prévio avançado de Excel. Vamos achar o máximo se você já souber programar em Python ou em R ou ainda se tiver algum conhecimento em ferramentas de BI como Power BI e Tableau. No mais curiosidade é fundamental.Para graduandos do curso de Comunicação Social e de Ciência Política:Você é fera nas redes sociais Não perde um tweet lives no Instagram e textões de Facebook Esse estágio é para a Gerência de Informação e Comunicação Legislativa dedicada a gerar análises sobre o ambiente político a partir de dados de redes sociais de políticos autoridades públicas e outros influenciadores digitais. Neste estágio você realizará atividades relacionadas ao monitoramento de redes sociais e utilização de dados tabulados. Por isso é importante que haja conhecimento prévio de Excel. Vamos achar o máximo se você já souber programar em Python ou em R ou ainda se tiver algum conhecimento em ferramentas de BI como Power BI e Tableau. No mais curiosidade é fundamental. Formação exigida: Superior cursando em Ciência Política Estatística Comunicação Social ou Ciência da Computação a partir do 4º semestreConhecimento Avançado em ExcelConhecimento Intermediário em Power Point e InglêsConhecimento Básico em Word.Bolsa auxílio: R$ 1.12500Benefícios: Auxílio Transporte (Cartão) Auxílio refeição (R$ 63000 Cartão Sodexo) Plano de Saúde (Amil).Carga horária: 30h semanais (9h às 15h ou 12h às 18h ou 13h às 19h). Há flexibilidade quanto ao horário de início do estágio.A Consultoria responsável pelo processo seletivo é a Veli Soluções em RH.,Sistema Indústria,Há 5 dias
v1926306,Analista Mis,Barueri,Salário a combinar,1,2019-08-12,Pleno,Conhecimento avançado em excel incluindo banco de dados PPT. Experiência em geração de dados e resultados gerenciais. Desejável conhecimento das ferramentas de qualidade tais como PDCA Análise de causa / conhecimentos básicos de estatísticas. Formação: Administração de Empresas Matemática Estatística Gestão da Qualidade.,PIRES E GONÇALVES,18/07/2019
v1929136,Cientista de Dados (Analista de Dados),Uberlândia,Salário a combinar,1,2019-08-12,Pleno,Requisitos:• Superior em Estatística Matemática Análise de Sistemas  Sistemas de Informação Ciência da Computação Gestão da Informação ou áreas correlatas • Experiência em banco de dados – SQL e com modelagem estatística (Machine Learning)• Experiência em linguagens de programação (preferencialmente  R e Python).• Experiência em tratamento manipulação e qualificação de dados. * Todas as vagas do Martins são também disponibilizadas para Pessoas com Deficiência,Martins S/A,24/07/2019
